lead_id,created_at,brand,utm_source,utm_medium,utm_campaign,lead_status,deal_amount_usd
L-78381,2026-07-12 09:46:00,PKF,,,,Lead,
L-80023,2026-05-22 12:15:00,AUR,,,,Lead,
L-75781,2026-06-08 21:04:00,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-81116,2026-07-01 13:56:00,NMB,tiktok,paid_social,NMB_TikTok_Prospecting_2026Q2,MQL,
L-79864,2026-06-30 20:19:00,NMB,adwords,cpc,NMB_US_Video_Test_A,MQL,
L-71789,2026-07-06 08:12:00,AUR,,,,Lead,
L-76651,2026-06-20 17:51:00,AUR,adwords,cpc,AUR_US_Search_Brand_2026Q2,MQL,
L-73284,2026-06-15 14:37:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-74661,2026-05-20 17:27:00,NMB,fb,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-72551,2026-07-26 08:00:00,AUR,Facebook,paid_social,aurelia|prospecting|meta|may26,Lead,
L-79892,2026-07-25 18:51:00,AUR,,,,Closed Won,8800
L-73800,2026-07-24 09:47:00,PKF,,,,Lead,
L-81714,2026-06-15 21:14:00,PKF,google,paid_social,(not set),MQL,
L-71320,2026-05-31 08:50:00,AUR,,,,Lead,
L-72076,2026-07-27 10:22:00,AUR,Facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-70713,2026-07-12 11:01:00,AUR,,,,Lead,
L-78853,2026-07-11 19:43:00,PKF,google,cpc,pkf|nonbrand|search|may26,SQL,
L-80768,2026-07-07 18:56:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-74235,2026-06-24 11:49:00,PKF,meta,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-71467,2026-06-13 17:35:00,AUR,Facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-76626,2026-06-17 14:59:00,AUR,,,,Lead,
L-81982,2026-07-08 14:41:00,AUR,,,,Lead,
L-73285,2026-06-15 19:42:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-72936,2026-05-24 12:17:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-70674,2026-07-07 17:18:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-72530,2026-07-21 20:21:00,AUR,,,,Lead,
L-81878,2026-06-29 22:40:00,PKF,google,paid_social,(not set),Lead,
L-79386,2026-06-26 11:41:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,SQL,
L-82085,2026-07-15 10:12:00,NMB,google,paid_social,(not set),Lead,
L-71253,2026-05-25 12:47:00,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-80202,2026-07-01 22:12:00,AUR,TikTok,paid_social,AUR_TikTok_Prospecting_2026Q2,Lead,
L-74485,2026-05-03 19:29:00,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-76441,2026-05-25 19:20:00,AUR,,,,Lead,
L-76795,2026-07-10 11:34:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-71163,2026-05-18 15:12:00,AUR,fb,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-72047,2026-07-26 09:52:00,AUR,fb,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-74820,2026-06-07 19:40:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-78285,2026-07-07 16:16:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,SQL,
L-72100,2026-07-30 15:48:00,AUR,,,,Lead,
L-75671,2026-05-27 17:59:00,NMB,,,,Lead,
L-73943,2026-05-08 10:25:00,PKF,meta,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-79210,2026-06-01 21:52:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-77852,2026-06-03 16:45:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Closed Won,5200
L-80584,2026-06-12 13:09:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-79068,2026-05-17 11:56:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,SQL,
L-79663,2026-07-29 12:13:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-76052,2026-07-07 10:36:00,NMB,fb,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-73461,2026-06-27 19:45:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Closed Won,2400
L-74313,2026-07-07 22:26:00,PKF,meta,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-75415,2026-07-31 19:11:00,NMB,fb,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-77810,2026-05-31 08:19:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-70033,2026-05-05 14:22:00,AUR,Facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-76228,2026-07-27 08:31:00,NMB,meta,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-76512,2026-06-01 12:59:00,AUR,adwords,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-75057,2026-06-29 18:46:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-74592,2026-05-15 11:06:00,NMB,,,,Lead,
L-80401,2026-05-13 20:29:00,PKF,,,,MQL,
L-73988,2026-05-15 15:55:00,PKF,Facebook,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-76218,2026-07-24 11:22:00,NMB,fb,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-79971,2026-05-09 10:39:00,AUR,TikTok,paid_social,AUR_TikTok_Prospecting_2026Q2,Lead,
L-79249,2026-06-08 22:43:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-81636,2026-06-09 10:56:00,AUR,google,paid_social,(not set),Lead,
L-71672,2026-06-27 21:06:00,AUR,,,,Lead,
L-81202,2026-05-01 18:41:00,NMB,google,paid_social,(not set),MQL,
L-75348,2026-07-23 09:14:00,NMB,fb,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-73181,2026-06-10 15:12:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Closed Won,1900
L-72781,2026-05-14 13:10:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-80536,2026-05-31 13:28:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-74427,2026-07-24 16:24:00,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-70102,2026-05-13 18:17:00,AUR,meta,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-77147,2026-06-01 10:43:00,AUR,,,,Lead,
L-76522,2026-06-02 15:33:00,AUR,,,,MQL,
L-77449,2026-07-31 09:49:00,AUR,,,,MQL,
L-80120,2026-06-15 22:26:00,AUR,TikTok,paid_social,AUR_TikTok_Prospecting_2026Q2,Lead,
L-78833,2026-07-08 11:26:00,PKF,,,,MQL,
L-80720,2026-06-30 13:02:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,MQL,
L-74863,2026-06-10 17:33:00,NMB,fb,paid_social,NMB_US_Meta_Prospecting_2026Q2,SQL,
L-76472,2026-05-28 08:07:00,AUR,Google Ads,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-72384,2026-06-25 14:38:00,AUR,,,,Closed Won,3600
L-78469,2026-07-19 19:42:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-70263,2026-05-28 19:17:00,AUR,fb,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-80588,2026-06-10 21:05:00,PKF,,,,MQL,
L-70977,2026-05-04 11:54:00,AUR,Facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,MQL,
L-79279,2026-06-12 21:11:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,SQL,
L-73994,2026-05-15 10:54:00,PKF,fb,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-80111,2026-06-13 15:27:00,AUR,,,,SQL,
L-73606,2026-07-11 20:05:00,PKF,,,,Lead,
L-79065,2026-05-16 13:46:00,NMB,adwords,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-79837,2026-07-26 15:33:00,NMB,Google Ads,cpc,NMB_US_PMax_2026Q2,Lead,
L-71472,2026-06-13 13:54:00,AUR,,,,Lead,
L-75253,2026-07-17 09:49:00,NMB,,,,Lead,
L-70604,2026-07-01 18:33:00,AUR,Facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-71344,2026-06-03 20:13:00,AUR,,,,Lead,
L-70355,2026-06-05 08:42:00,AUR,,,,Lead,
L-73417,2026-06-24 20:10:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-78805,2026-06-24 12:56:00,PKF,Google Ads,cpc,pkf|nonbrand|search|may26,Lead,
L-81785,2026-06-21 14:26:00,NMB,google,paid_social,(not set),MQL,
L-79559,2026-07-18 09:08:00,NMB,,,,MQL,
L-79444,2026-07-02 19:09:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-76849,2026-07-13 11:17:00,AUR,,,,MQL,
L-76226,2026-07-24 16:30:00,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-70422,2026-06-12 15:14:00,AUR,,,,Lead,
L-70575,2026-06-28 22:39:00,AUR,meta,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-80035,2026-05-28 19:53:00,AUR,,,,Lead,
L-80676,2026-06-24 21:32:00,PKF,,,,Lead,
L-81446,2026-05-23 12:30:00,PKF,google,paid_social,(not set),Lead,
L-79490,2026-07-10 20:40:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-71427,2026-06-08 21:38:00,AUR,,,,Lead,
L-70984,2026-05-03 13:29:00,AUR,,,,Lead,
L-81265,2026-05-07 13:55:00,AUR,google,paid_social,(not set),Lead,
L-76788,2026-07-07 19:15:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-82108,2026-07-17 21:05:00,NMB,google,paid_social,(not set),Lead,
L-72680,2026-05-08 18:50:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Closed Won,5200
L-75555,2026-05-13 18:12:00,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-77329,2026-07-07 22:49:00,AUR,,,,Lead,
L-77207,2026-06-12 11:10:00,AUR,,,,SQL,
L-77935,2026-06-08 14:41:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-81167,2026-07-22 08:44:00,NMB,tiktok,paid_social,NMB_TikTok_Prospecting_2026Q2,Lead,
L-76879,2026-07-18 22:09:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,Closed Won,2400
L-75168,2026-07-09 18:00:00,NMB,,,,Closed Won,3600
L-80387,2026-05-09 09:12:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-77558,2026-05-12 13:06:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-74288,2026-07-03 21:39:00,PKF,meta,paid_social,PKF_CA_Meta_Prospecting,Closed Won,2400
L-75823,2026-06-11 12:04:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-73139,2026-06-08 11:33:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-76716,2026-06-30 20:40:00,AUR,,,,Lead,
L-81710,2026-06-15 09:28:00,AUR,google,paid_social,(not set),MQL,
L-77467,2026-05-01 15:56:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-74519,2026-05-06 13:05:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Closed Won,1900
L-81222,2026-05-04 20:06:00,AUR,google,paid_social,(not set),Lead,
L-70653,2026-07-05 10:33:00,AUR,,,,Lead,
L-76781,2026-07-07 11:26:00,AUR,,,,Lead,
L-75133,2026-07-05 14:15:00,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-81032,2026-05-29 08:28:00,NMB,tiktok,paid_social,NMB_TikTok_Prospecting_2026Q2,Closed Won,8800
L-76871,2026-07-17 14:01:00,AUR,,,,Lead,
L-73110,2026-06-05 20:32:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-72863,2026-05-19 19:09:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-79384,2026-06-26 09:00:00,NMB,adwords,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-73270,2026-06-15 14:10:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,MQL,
L-76508,2026-06-02 14:12:00,AUR,,,,Lead,
L-78027,2026-06-16 17:05:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-77554,2026-05-11 21:19:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-77021,2026-05-05 20:14:00,AUR,,,,Lead,
L-75640,2026-05-21 10:11:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-78224,2026-07-01 21:06:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-78457,2026-07-18 22:11:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-80208,2026-07-04 12:50:00,AUR,TikTok,paid_social,AUR_TikTok_Prospecting_2026Q2,Lead,
L-74432,2026-07-25 12:32:00,PKF,fb,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-77412,2026-07-23 19:55:00,AUR,google,cpc,AUR_EU_Search_NonBrand_2026Q2,Lead,
L-81500,2026-05-28 09:27:00,PKF,google,paid_social,(not set),MQL,
L-73745,2026-07-19 17:54:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-80795,2026-07-10 16:52:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-76171,2026-07-20 09:52:00,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-77598,2026-05-13 13:14:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-71545,2026-06-17 13:05:00,AUR,,,,Lead,
L-79229,2026-06-04 10:34:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-82207,2026-07-27 22:10:00,AUR,,,,MQL,
L-71521,2026-06-16 18:11:00,AUR,,,,Lead,
L-80817,2026-07-15 15:09:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Closed Won,1900
L-70727,2026-07-12 14:40:00,AUR,,,,Closed Won,1900
L-78488,2026-07-22 08:17:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-81439,2026-05-22 19:39:00,NMB,google,paid_social,(not set),Lead,
L-70570,2026-06-28 22:05:00,AUR,meta,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-73705,2026-07-16 12:13:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-72925,2026-05-23 19:53:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-70207,2026-05-22 11:14:00,AUR,,,,Lead,
L-81139,2026-07-10 17:46:00,NMB,tiktok,paid_social,NMB_TikTok_Prospecting_2026Q2,Lead,
L-74316,2026-07-10 20:45:00,PKF,,,,Lead,
L-76376,2026-05-16 18:20:00,AUR,,,,MQL,
L-76381,2026-05-15 15:50:00,AUR,,,,Lead,
L-73048,2026-05-30 15:07:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-76489,2026-05-30 20:44:00,AUR,,,,MQL,
L-77354,2026-07-13 20:22:00,AUR,google,cpc,AUR_EU_Search_NonBrand_2026Q2,Lead,
L-80598,2026-06-13 16:55:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-77273,2026-06-28 16:50:00,AUR,,,,Lead,
L-76262,2026-07-28 19:46:00,NMB,fb,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-82049,2026-07-13 12:11:00,PKF,,,,Lead,
L-72144,2026-07-31 21:52:00,AUR,,,,MQL,
L-78010,2026-06-17 13:29:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-73684,2026-07-15 18:19:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-75256,2026-07-17 16:39:00,NMB,fb,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-73241,2026-06-12 16:47:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,MQL,
L-77696,2026-05-20 09:09:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-78349,2026-07-11 22:33:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-70614,2026-07-04 08:51:00,AUR,,,,SQL,
L-77002,2026-05-04 10:41:00,AUR,adwords,cpc,AUR_EU_Search_NonBrand_2026Q2,SQL,
L-76546,2026-06-07 10:14:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,MQL,
L-71250,2026-05-26 21:36:00,AUR,meta,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-77216,2026-06-14 20:52:00,AUR,google,cpc,AUR_EU_Search_NonBrand_2026Q2,MQL,
L-79811,2026-07-14 21:06:00,NMB,Google Ads,cpc,NMB_US_PMax_2026Q2,Lead,
L-75967,2026-06-28 22:24:00,NMB,meta,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-81039,2026-06-03 12:47:00,NMB,,,,MQL,
L-74301,2026-07-04 18:26:00,PKF,,,,Lead,
L-72097,2026-07-28 08:04:00,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,MQL,
L-72519,2026-07-21 17:44:00,AUR,meta,paid_social,aurelia|prospecting|meta|may26,Lead,
L-71875,2026-07-11 19:40:00,AUR,,,,MQL,
L-80556,2026-06-04 17:35:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-81569,2026-06-03 09:58:00,PKF,google,paid_social,(not set),Closed Won,2400
L-80484,2026-05-24 15:46:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-78523,2026-07-25 08:41:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-75308,2026-07-22 12:45:00,NMB,,,,Lead,
L-78725,2026-06-02 10:02:00,PKF,google,cpc,pkf|nonbrand|search|may26,SQL,
L-73594,2026-07-08 15:24:00,PKF,,,,Lead,
L-76309,2026-05-06 15:52:00,AUR,adwords,cpc,AUR_US_Search_Brand_2026Q2,MQL,
L-80967,2026-07-31 18:21:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,MQL,
L-73665,2026-07-14 20:40:00,PKF,,,,Lead,
L-73532,2026-07-03 17:44:00,PKF,,,,Lead,
L-70521,2026-06-25 18:52:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-75252,2026-07-15 17:09:00,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-80231,2026-07-08 15:44:00,AUR,,,,Lead,
L-73268,2026-06-16 19:33:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-71734,2026-07-02 08:22:00,AUR,paid_social,paid_social,AUR_EU_Meta_Retargeting_2026Q2,MQL,
L-77057,2026-05-13 22:24:00,AUR,,,,SQL,
L-71981,2026-07-20 19:15:00,AUR,fb,paid_social,AUR_EU_Meta_Retargeting_2026Q2,MQL,
L-74308,2026-07-08 12:03:00,PKF,,,,MQL,
L-71824,2026-07-09 15:24:00,AUR,,,,Lead,
L-72317,2026-06-12 10:15:00,AUR,,,,Lead,
L-76147,2026-07-17 09:36:00,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-72299,2026-06-07 14:23:00,AUR,,,,Lead,
L-81352,2026-05-14 22:56:00,NMB,google,paid_social,(not set),MQL,
L-70124,2026-05-14 10:49:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,MQL,
L-81501,2026-05-28 09:00:00,PKF,,,,Lead,
L-78668,2026-05-19 21:46:00,PKF,Google Ads,cpc,pkf|nonbrand|search|may26,MQL,
L-73870,2026-07-30 16:27:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-77660,2026-05-19 22:13:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-78383,2026-07-11 19:20:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-74964,2026-06-21 19:39:00,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-76042,2026-07-04 14:24:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-74027,2026-05-24 12:29:00,PKF,fb,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-71718,2026-07-01 16:55:00,AUR,fb,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-77462,2026-05-02 13:00:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-78093,2026-06-21 12:50:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,SQL,
L-72189,2026-05-14 21:36:00,AUR,,,,MQL,
L-74703,2026-05-28 15:53:00,NMB,fb,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-70214,2026-05-23 14:21:00,AUR,paid_social,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-77817,2026-05-29 10:49:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Closed Won,5200
L-76749,2026-07-04 18:43:00,AUR,,,,Lead,
L-78552,2026-07-26 19:54:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-71476,2026-06-13 17:52:00,AUR,Facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,MQL,
L-79679,2026-05-09 22:10:00,NMB,google,cpc,NMB_US_PMax_2026Q2,Lead,
L-75163,2026-07-08 17:11:00,NMB,,,,Lead,
L-70703,2026-07-11 15:00:00,AUR,,,,Lead,
L-72597,2026-05-03 08:02:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-79862,2026-06-18 11:51:00,NMB,google,cpc,NMB_US_Video_Test_A,MQL,
L-73624,2026-07-10 17:40:00,PKF,,,,MQL,
L-79360,2026-06-22 11:05:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-74794,2026-06-04 21:22:00,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Closed Won,1900
L-76177,2026-07-21 08:25:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,Closed Won,1900
L-81221,2026-05-03 14:20:00,NMB,google,paid_social,(not set),Lead,
L-80716,2026-06-30 17:27:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-72080,2026-07-26 12:16:00,AUR,Facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,SQL,
L-74410,2026-07-23 22:02:00,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-73951,2026-05-10 14:13:00,PKF,Facebook,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-71111,2026-05-13 10:37:00,AUR,fb,paid_social,AUR_EU_Meta_Retargeting_2026Q2,MQL,
L-73136,2026-06-07 10:24:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-72230,2026-05-23 18:12:00,AUR,,,,Lead,
L-74383,2026-07-18 21:22:00,PKF,paid_social,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-79687,2026-05-13 08:41:00,NMB,,,,Lead,
L-75926,2026-06-23 18:41:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-74705,2026-05-26 16:12:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,SQL,
L-76164,2026-07-20 18:31:00,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-78656,2026-05-15 20:01:00,PKF,adwords,cpc,pkf|nonbrand|search|may26,MQL,
L-81318,2026-05-12 13:59:00,AUR,,,,MQL,
L-75490,2026-05-08 15:38:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-74684,2026-05-24 11:57:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-76284,2026-05-02 14:09:00,AUR,,,,SQL,
L-70101,2026-05-14 11:46:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-71062,2026-05-09 11:38:00,AUR,,,,Lead,
L-73043,2026-05-30 20:26:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,MQL,
L-73732,2026-07-19 20:31:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-76055,2026-07-08 13:57:00,NMB,,,,Lead,
L-81743,2026-06-17 19:29:00,PKF,,,,Closed Won,2400
L-75570,2026-05-14 15:20:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-70040,2026-05-06 20:49:00,AUR,,,,Lead,
L-71951,2026-07-19 16:11:00,AUR,,,,Lead,
L-76947,2026-07-25 22:04:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-73801,2026-07-24 12:30:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,MQL,
L-73884,2026-07-30 11:44:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-80587,2026-06-11 09:23:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,MQL,
L-76100,2026-07-10 20:10:00,NMB,,,,Lead,
L-73445,2026-06-26 18:30:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-75958,2026-06-26 15:26:00,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,SQL,
L-78541,2026-07-26 11:08:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-77582,2026-05-12 21:54:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-78123,2026-06-26 13:16:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Closed Won,8800
L-72434,2026-07-04 10:17:00,AUR,Facebook,paid_social,aurelia|prospecting|meta|may26,Lead,
L-78517,2026-07-23 22:11:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Closed Won,3600
L-70200,2026-05-20 16:39:00,AUR,,,,Lead,
L-73711,2026-07-18 14:38:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-80872,2026-07-20 13:02:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,SQL,
L-74761,2026-06-02 12:14:00,NMB,,,,MQL,
L-80719,2026-07-01 19:31:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-78096,2026-06-23 14:35:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Closed Won,5200
L-71888,2026-07-12 08:00:00,AUR,fb,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-70978,2026-05-02 09:10:00,AUR,,,,Lead,
L-80376,2026-05-06 17:05:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-70381,2026-06-09 13:49:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-72902,2026-05-22 18:24:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,MQL,
